Epoca,Longitud,"Lon (deg)" – STK,Latitud,"Lat (deg)" – STK,DIF LON 200 m,DIF LAT 10 km
2017-03-08 03:40:00,'175,304','175,302','77,602','77,675','-0,0017','0,0733'
2017-03-08 03:41:00,'160,968','160,966','80,115','80,174','-0,0023','0,0589'
2017-03-08 03:42:00,'139,469','139,467','81,710','81,76','-0,0022','0,0498'
2017-03-08 03:43:00,'113,254','113,252','81,830','81,879','-0,0020','0,0488'
2017-03-08 03:44:00,'90,715','90,712','80,419','80,477','-0,0028','0,0576'
2017-03-08 03:45:00,'75,432','75,429','78,006','78,077','-0,0030','0,0707'
2017-03-08 03:46:00,'65,537','65,534','75,069','75,156','-0,0028','0,0867'
2017-03-08 03:47:00,'58,866','58,863','71,861','71,964','-0,0027','0,1028'
2017-03-08 03:48:00,'54,106','54,103','68,503','68,622','-0,0029','0,1188'
2017-03-08 03:49:00,'50,528','50,526','65,056','65,189','-0,0025','0,1333'
2017-03-08 03:50:00,'47,719','47,717','61,552','61,697','-0,0025','0,1455'
2017-03-08 03:51:00,'45,433','45,43','58,009','58,166','-0,0027','0,1566'
2017-03-08 03:52:00,'43,515','43,512','54,441','54,606','-0,0025','0,1653'
2017-03-08 03:53:00,'41,865','41,862','50,853','51,024','-0,0027','0,1710'
2017-03-08 03:54:00,'40,416','40,413','47,251','47,425','-0,0026','0,1739'
2017-03-08 03:55:00,'39,120','39,117','43,639','43,813','-0,0026','0,1745'
2017-03-08 03:56:00,'37,943','37,94','40,018','40,19','-0,0026','0,1722'
2017-03-08 03:57:00,'36,859','36,857','36,391','36,558','-0,0023','0,1673'
2017-03-08 03:58:00,'35,850','35,848','32,759','32,918','-0,0025','0,1593'
2017-03-08 03:59:00,'34,901','34,899','29,123','29,272','-0,0023','0,1491'
2017-03-08 04:00:00,'34,000','33,998','25,484','25,62','-0,0021','0,1360'
2017-03-08 04:01:00,'33,137','33,135','21,843','21,964','-0,0022','0,1212'
2017-03-08 04:02:00,'32,305','32,302','18,200','18,304','-0,0029','0,1040'
2017-03-08 04:03:00,'31,497','31,494','14,556','14,641','-0,0026','0,0851'
2017-03-08 04:04:00,'30,706','30,704','10,911','10,976','-0,0025','0,0650'
2017-03-08 04:05:00,'29,930','29,927','7,266','7,31','-0,0025','0,0443'
2017-03-08 04:06:00,'29,161','29,159','3,620','3,642','-0,0022','0,0217'
2017-03-08 04:07:00,'28,397','28,395','-0,025','-0,025','-0,0021','-0,0002'
2017-03-08 04:08:00,'27,633','27,63','-3,669','-3,692','-0,0030','-0,0227'
2017-03-08 04:09:00,'26,865','26,862','-7,313','-7,357','-0,0028','-0,0440'
2017-03-08 04:10:00,'26,088','26,086','-10,955','-11,021','-0,0021','-0,0655'
2017-03-08 04:11:00,'25,298','25,296','-14,596','-14,682','-0,0024','-0,0856'
2017-03-08 04:12:00,'24,491','24,488','-18,236','-18,339','-0,0026','-0,1035'
2017-03-08 04:13:00,'23,659','23,657','-21,872','-21,993','-0,0021','-0,1207'
2017-03-08 04:14:00,'22,797','22,795','-25,506','-25,642','-0,0022','-0,1357'
2017-03-08 04:15:00,'21,897','21,895','-29,137','-29,285','-0,0021','-0,1480'
2017-03-08 04:16:00,'20,950','20,947','-32,764','-32,923','-0,0026','-0,1592'
2017-03-08 04:17:00,'19,943','19,94','-36,386','-36,552','-0,0029','-0,1662'
2017-03-08 04:18:00,'18,862','18,86','-40,002','-40,173','-0,0023','-0,1711'
2017-03-08 04:19:00,'17,689','17,687','-43,611','-43,785','-0,0020','-0,1740'
2017-03-08 04:20:00,'16,398','16,395','-47,211','-47,385','-0,0029','-0,1739'
2017-03-08 04:21:00,'14,955','14,953','-50,800','-50,97','-0,0024','-0,1701'
2017-03-08 04:22:00,'13,315','13,312','-54,374','-54,539','-0,0029','-0,1649'
2017-03-08 04:23:00,'11,410','11,407','-57,929','-58,085','-0,0028','-0,1562'
2017-03-08 04:24:00,'9,142','9,14','-61,457','-61,603','-0,0023','-0,1461'
2017-03-08 04:25:00,'6,362','6,36','-64,947','-65,08','-0,0025','-0,1328'
2017-03-08 04:26:00,'2,831','2,829','-68,382','-68,5','-0,0020','-0,1185'
2017-03-08 04:27:00,'-1,853','-1,855','-71,728','-71,832','-0,0024','-0,1035'
2017-03-08 04:28:00,'-8,391','-8,393','-74,930','-75,017','-0,0019','-0,0871'
2017-03-08 04:29:00,'-18,047','-18,049','-77,870','-77,941','-0,0024','-0,0709'
2017-03-08 04:30:00,'-32,915','-32,917','-80,309','-80,366','-0,0017','-0,0575'
2017-03-08 04:31:00,'-54,953','-54,955','-81,786','-81,835','-0,0016','-0,0493'
2017-03-08 04:32:00,'-81,074','-81,076','-81,767','-81,816','-0,0024','-0,0491'
2017-03-08 04:33:00,'-102,949','-102,951','-80,261','-80,319','-0,0025','-0,0582'
2017-03-08 04:34:00,'-117,668','-117,671','-77,807','-77,878','-0,0029','-0,0713'
2017-03-08 04:35:00,'-127,231','-127,234','-74,859','-74,946','-0,0030','-0,0874'
2017-03-08 04:36:00,'-133,715','-133,718','-71,653','-71,757','-0,0030','-0,1038'
2017-03-08 04:37:00,'-138,366','-138,368','-68,304','-68,423','-0,0024','-0,1189'
2017-03-08 04:38:00,'-141,876','-141,878','-64,869','-65,002','-0,0022','-0,1334'
2017-03-08 04:39:00,'-144,642','-144,644','-61,378','-61,524','-0,0025','-0,1462'
2017-03-08 04:40:00,'-146,899','-146,902','-57,850','-58,006','-0,0028','-0,1564'
2017-03-08 04:41:00,'-148,797','-148,8','-54,295','-54,46','-0,0029','-0,1649'
2017-03-08 04:42:00,'-150,432','-150,435','-50,721','-50,892','-0,0026','-0,1707'
2017-03-08 04:43:00,'-151,871','-151,873','-47,133','-47,307','-0,0021','-0,1740'
2017-03-08 04:44:00,'-153,159','-153,161','-43,533','-43,707','-0,0021','-0,1735'
2017-03-08 04:45:00,'-154,330','-154,332','-39,925','-40,097','-0,0023','-0,1718'
2017-03-08 04:46:00,'-155,408','-155,411','-36,310','-36,476','-0,0027','-0,1662'
2017-03-08 04:47:00,'-156,413','-156,416','-32,689','-32,847','-0,0025','-0,1582'
2017-03-08 04:48:00,'-157,360','-157,362','-29,063','-29,211','-0,0023','-0,1480'
2017-03-08 04:49:00,'-158,259','-158,261','-25,433','-25,569','-0,0023','-0,1357'
2017-03-08 04:50:00,'-159,120','-159,122','-21,800','-21,921','-0,0023','-0,1207'
2017-03-08 04:51:00,'-159,951','-159,953','-18,165','-18,268','-0,0024','-0,1033'
2017-03-08 04:52:00,'-160,758','-160,76','-14,527','-14,612','-0,0022','-0,0853'
2017-03-08 04:53:00,'-161,547','-161,55','-10,887','-10,952','-0,0030','-0,0650'
2017-03-08 04:54:00,'-162,323','-162,326','-7,246','-7,289','-0,0027','-0,0433'
2017-03-08 04:55:00,'-163,091','-163,094','-3,603','-3,625','-0,0028','-0,0218'
2017-03-08 04:56:00,'-163,855','-163,858','0,040','0,04','-0,0029','-0,0001'
2017-03-08 04:57:00,'-164,619','-164,622','3,684','3,706','-0,0029','0,0220'
2017-03-08 04:58:00,'-165,387','-165,39','7,328','7,372','-0,0026','0,0439'
2017-03-08 04:59:00,'-166,164','-166,167','10,972','11,038','-0,0027','0,0658'
2017-03-08 05:00:00,'-166,954','-166,957','14,616','14,701','-0,0025','0,0851'
2017-03-08 05:01:00,'-167,763','-167,765','18,259','18,363','-0,0020','0,1042'
