"Time (DD/MM/YYYY)","Lat (DMS)","Lon (DMS)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
08/03/2017 18:36:00.000,42:15:39.5496 N,178:27:25.7456 E,657.655903,-0.060374,-0.019725,-0.012836
08/03/2017 18:37:00.000,38:38:01.7511 N,177:19:22.8087 E,656.907153,-0.060527,-0.018142,-0.012070
08/03/2017 18:38:00.000,34:59:53.6115 N,176:16:25.2600 E,656.212855,-0.060656,-0.016883,-0.011021
08/03/2017 18:39:00.000,31:21:19.9479 N,175:17:31.3917 E,655.589685,-0.060764,-0.015875,-0.009701
08/03/2017 18:40:00.000,27:42:24.7755 N,174:21:52.9612 E,655.053437,-0.060855,-0.015066,-0.008126
08/03/2017 18:41:00.000,24:03:11.5685 N,173:28:51.4536 E,654.618731,-0.060931,-0.014417,-0.006319
08/03/2017 18:42:00.000,20:23:43.4367 N,172:37:55.4690 E,654.298744,-0.060994,-0.013900,-0.004306
08/03/2017 18:43:00.000,16:44:03.2454 N,171:48:38.8508 E,654.104956,-0.061043,-0.013494,-0.002117
08/03/2017 18:44:00.000,13:04:13.6967 N,171:00:39.3091 E,654.046926,-0.061080,-0.013184,0.000214
08/03/2017 18:45:00.000,09:24:17.3851 N,170:13:37.3808 E,654.132104,-0.061106,-0.012959,0.002650
08/03/2017 18:46:00.000,05:44:16.8344 N,169:27:15.6169 E,654.365668,-0.061120,-0.012811,0.005154
08/03/2017 18:47:00.000,02:04:14.5228 N,168:41:17.9233 E,654.750413,-0.061122,-0.012735,0.007683
08/03/2017 18:48:00.000,01:35:47.1009 S,167:55:28.9993 E,655.286675,-0.061113,-0.012729,0.010196
08/03/2017 18:49:00.000,05:15:45.6051 S,167:09:33.8316 E,655.972291,-0.061093,-0.012793,0.012653
08/03/2017 18:50:00.000,08:55:38.5649 S,166:23:17.2087 E,656.802620,-0.061062,-0.012929,0.015012
08/03/2017 18:51:00.000,12:35:23.5501 S,165:36:23.2214 E,657.770590,-0.061019,-0.013140,0.017233
08/03/2017 18:52:00.000,16:14:58.1096 S,164:48:34.7149 E,658.866797,-0.060965,-0.013435,0.019279
08/03/2017 18:53:00.000,19:54:19.7473 S,163:59:32.6519 E,660.079642,-0.060900,-0.013823,0.021114
08/03/2017 18:54:00.000,23:33:25.8872 S,163:08:55.3344 E,661.395507,-0.060822,-0.014320,0.022706
08/03/2017 18:55:00.000,27:12:13.8203 S,162:16:17.4144 E,662.798963,-0.060731,-0.014944,0.024027
08/03/2017 18:56:00.000,30:50:40.6284 S,161:21:08.5928 E,664.273010,-0.060626,-0.015722,0.025053
08/03/2017 18:57:00.000,34:28:43.0702 S,160:22:51.8592 E,665.799343,-0.060505,-0.016691,0.025765
08/03/2017 18:58:00.000,38:06:17.4170 S,159:20:41.0481 E,667.358634,-0.060365,-0.017899,0.026148
08/03/2017 18:59:00.000,41:43:19.2090 S,158:13:37.3607 E,668.930837,-0.060203,-0.019416,0.026192
08/03/2017 19:00:00.000,45:19:42.8921 S,157:00:24.2872 E,670.495501,-0.060011,-0.021338,0.025895
08/03/2017 19:01:00.000,48:55:21.2638 S,155:39:19.9960 E,672.032079,-0.059781,-0.023807,0.025256
08/03/2017 19:02:00.000,52:30:04.6076 S,154:08:05.5893 E,673.520251,-0.059499,-0.027030,0.024282
08/03/2017 19:03:00.000,56:03:39.2970 S,152:23:26.3976 E,674.940230,-0.059141,-0.031324,0.022984
08/03/2017 19:04:00.000,59:35:45.4572 S,150:20:41.1066 E,676.273062,-0.058671,-0.037191,0.021380
08/03/2017 19:05:00.000,63:05:52.8715 S,147:52:48.7617 E,677.500913,-0.058028,-0.045453,0.019489
08/03/2017 19:06:00.000,66:33:13.4362 S,144:48:53.8154 E,678.607334,-0.057102,-0.057521,0.017338
08/03/2017 19:07:00.000,69:56:26.4064 S,140:51:08.3893 E,679.577506,-0.055689,-0.075925,0.014954
08/03/2017 19:08:00.000,73:13:07.6059 S,135:29:07.3852 E,680.398455,-0.053379,-0.105391,0.012371
08/03/2017 19:09:00.000,76:18:41.0140 S,127:48:40.4351 E,681.059246,-0.049297,-0.154782,0.009623
08/03/2017 19:10:00.000,79:03:42.4637 S,116:13:35.3381 E,681.551136,-0.041517,-0.238359,0.006749
08/03/2017 19:11:00.000,81:08:48.3074 S,98:23:26.6453 E,681.867707,-0.026390,-0.360091,0.003788
08/03/2017 19:12:00.000,82:01:37.5669 S,73:43:49.1161 E,682.004951,-0.001662,-0.442339,0.000781
08/03/2017 19:13:00.000,81:19:41.8274 S,48:31:44.7982 E,681.961331,0.023884,-0.375017,-0.002231
08/03/2017 19:14:00.000,79:21:24.3202 S,29:48:26.6846 E,681.737800,0.040173,-0.251343,-0.005207
08/03/2017 19:15:00.000,76:39:54.0086 S,17:36:05.4898 E,681.337784,0.048608,-0.162705,-0.008105
08/03/2017 19:16:00.000,73:36:11.5519 S,09:33:33.7647 E,680.767133,0.053002,-0.110041,-0.010886
08/03/2017 19:17:00.000,70:20:33.4845 S,03:58:24.1705 E,680.034033,0.055464,-0.078756,-0.013512
08/03/2017 19:18:00.000,66:57:59.6735 S,00:07:32.2913 W,679.148885,0.056956,-0.059331,-0.015947
08/03/2017 19:19:00.000,63:31:05.4117 S,03:16:48.2798 W,678.124150,0.057926,-0.046666,-0.018158
08/03/2017 19:20:00.000,60:01:16.9700 S,05:48:19.8621 W,676.974166,0.058595,-0.038036,-0.020116
08/03/2017 19:21:00.000,56:29:25.3849 S,07:53:40.4803 W,675.714932,0.059081,-0.031933,-0.021795
08/03/2017 19:22:00.000,52:56:02.5216 S,09:40:13.1341 W,674.363871,0.059448,-0.027481,-0.023174
08/03/2017 19:23:00.000,49:21:29.2258 S,11:12:52.5341 W,672.939563,0.059738,-0.024149,-0.024234
08/03/2017 19:24:00.000,45:45:59.7170 S,12:35:01.8156 W,671.461467,0.059972,-0.021602,-0.024966
08/03/2017 19:25:00.000,42:09:44.0832 S,13:49:05.4123 W,669.949625,0.060167,-0.019623,-0.025360
08/03/2017 19:26:00.000,38:32:49.7634 S,14:56:48.8854 W,668.424349,0.060332,-0.018063,-0.025415
08/03/2017 19:27:00.000,34:55:22.4631 S,15:59:31.3216 W,666.905911,0.060473,-0.016821,-0.025134
08/03/2017 19:28:00.000,31:17:26.7373 S,16:58:13.3394 W,665.414228,0.060595,-0.015826,-0.024527
08/03/2017 19:29:00.000,27:39:06.3729 S,17:53:42.4114 W,663.968550,0.060702,-0.015027,-0.023606
08/03/2017 19:30:00.000,24:00:24.6437 S,18:46:36.5003 W,662.587160,0.060794,-0.014386,-0.022389
08/03/2017 19:31:00.000,20:21:24.4833 S,19:37:26.6047 W,661.287086,0.060872,-0.013875,-0.020901
08/03/2017 19:32:00.000,16:42:08.6035 S,20:26:38.5877 W,660.083835,0.060939,-0.013475,-0.019169
08/03/2017 19:33:00.000,13:02:39.5749 S,21:14:34.5240 W,658.991150,0.060994,-0.013169,-0.017224
08/03/2017 19:34:00.000,09:22:59.8822 S,22:01:33.7207 W,658.020802,0.061038,-0.012948,-0.015099
08/03/2017 19:35:00.000,05:43:11.9611 S,22:47:53.5164 W,657.182406,0.061070,-0.012803,-0.012833
08/03/2017 19:36:00.000,02:03:18.2235 S,23:33:49.9316 W,656.483283,0.061092,-0.012731,-0.010465
08/03/2017 19:37:00.000,01:36:38.9254 N,24:19:38.2251 W,655.928359,0.061102,-0.012728,-0.008035
08/03/2017 19:38:00.000,05:16:37.0757 N,25:05:33.3964 W,655.520103,0.061101,-0.012795,-0.005584
08/03/2017 19:39:00.000,08:56:33.8012 N,25:51:50.6711 W,655.258511,0.061089,-0.012933,-0.003154
08/03/2017 19:40:00.000,12:36:26.6483 N,26:38:46.0015 W,655.141137,0.061065,-0.013148,-0.000784
08/03/2017 19:41:00.000,16:16:13.1196 N,27:26:36.6186 W,655.163159,0.061030,-0.013446,0.001486
08/03/2017 19:42:00.000,19:55:50.6506 N,28:15:41.6754 W,655.317492,0.060982,-0.013839,0.003621
08/03/2017 19:43:00.000,23:35:16.5743 N,29:06:23.0355 W,655.594938,0.060922,-0.014341,0.005585
08/03/2017 19:44:00.000,27:14:28.0688 N,29:59:06.2786 W,655.984375,0.060849,-0.014972,0.007350
08/03/2017 19:45:00.000,30:53:22.0788 N,30:54:22.0247 W,656.472972,0.060760,-0.015758,0.008888
08/03/2017 19:46:00.000,34:31:55.2025 N,31:52:47.7297 W,657.046439,0.060655,-0.016738,0.010177
08/03/2017 19:47:00.000,38:10:03.5232 N,32:55:10.1840 W,657.689295,0.060530,-0.017960,0.011199
08/03/2017 19:48:00.000,41:47:42.3614 N,34:02:29.0738 W,658.385153,0.060381,-0.019496,0.011943
08/03/2017 19:49:00.000,45:24:45.9033 N,35:16:02.1927 W,659.117025,0.060202,-0.021445,0.012400
08/03/2017 19:50:00.000,49:01:06.6317 N,36:37:33.2705 W,659.867625,0.059982,-0.023951,0.012568
08/03/2017 19:51:00.000,52:36:34.4352 N,38:09:24.0843 W,660.619681,0.059709,-0.027227,0.012451
08/03/2017 19:52:00.000,56:10:55.1646 N,39:54:53.8057 W,661.356237,0.059357,-0.031600,0.012054
08/03/2017 19:53:00.000,59:43:48.2065 N,41:58:51.0386 W,662.060948,0.058889,-0.037590,0.011392
08/03/2017 19:54:00.000,63:14:42.2180 N,44:28:29.0230 W,662.718369,0.058241,-0.046049,0.010482
08/03/2017 19:55:00.000,66:42:47.2238 N,47:35:04.9722 W,663.314215,0.057299,-0.058446,0.009344
08/03/2017 19:56:00.000,70:06:39.0742 N,51:37:06.8836 W,663.835605,0.055848,-0.077432,0.008005
08/03/2017 19:57:00.000,73:23:46.7995 N,57:06:17.5666 W,664.271283,0.053456,-0.107976,0.006492
08/03/2017 19:58:00.000,76:29:19.6030 N,64:59:20.1849 W,664.611802,0.049191,-0.159405,0.004838
08/03/2017 19:59:00.000,79:13:19.6245 N,76:56:53.1069 W,664.849688,0.041001,-0.246433,0.003077
08/03/2017 20:00:00.000,81:15:15.0655 N,95:21:53.1049 W,664.979561,0.025079,-0.370563,0.001244
08/03/2017 20:01:00.000,82:01:48.1980 N,120:28:43.7743 W,664.998229,-0.000398,-0.444776,-0.000624
08/03/2017 20:02:00.000,81:12:38.6176 N,145:27:46.8376 W,664.904740,-0.025678,-0.366986,-0.002489
08/03/2017 20:03:00.000,79:09:05.6081 N,163:40:04.6745 W,664.700398,-0.041323,-0.243340,-0.004313
08/03/2017 20:04:00.000,76:24:14.9933 N,175:28:45.9769 W,664.388748,-0.049357,-0.157525,-0.006060
08/03/2017 20:05:00.000,73:18:15.2374 N,176:43:25.3523 E,663.975518,-0.053548,-0.106875,-0.007694
08/03/2017 20:06:00.000,70:00:51.7078 N,171:17:21.1943 E,663.468524,-0.055905,-0.076763,-0.009180
08/03/2017 20:07:00.000,66:36:49.5390 N,167:17:15.2821 E,662.877548,-0.057338,-0.058019,-0.010488
08/03/2017 20:08:00.000,63:08:37.0699 N,164:11:55.0998 E,662.214174,-0.058271,-0.045763,-0.011589
08/03/2017 20:09:00.000,59:37:37.1469 N,161:43:08.8077 E,661.491597,-0.058914,-0.037391,-0.012457
08/03/2017 20:10:00.000,56:04:39.0574 N,159:39:48.1599 E,660.724406,-0.059379,-0.031457,-0.013072
08/03/2017 20:11:00.000,52:30:13.7610 N,157:54:45.1277 E,659.928336,-0.059729,-0.027121,-0.013417
08/03/2017 20:12:00.000,48:54:41.6486 N,156:23:14.2721 E,659.120004,-0.060002,-0.023870,-0.013479
08/03/2017 20:13:00.000,45:18:16.7373 N,155:01:58.4200 E,658.316619,-0.060221,-0.021383,-0.013250
08/03/2017 20:14:00.000,41:41:09.0594 N,153:48:37.1004 E,657.535691,-0.060400,-0.019448,-0.012729
08/03/2017 20:15:00.000,38:03:26.0854 N,152:41:27.4626 E,656.794720,-0.060549,-0.017922,-0.011918
08/03/2017 20:16:00.000,34:25:13.6037 N,151:39:12.3197 E,656.110888,-0.060674,-0.016708,-0.010825
08/03/2017 20:17:00.000,30:46:36.2819 N,150:40:52.4132 E,655.500747,-0.060780,-0.015734,-0.009463
08/03/2017 20:18:00.000,27:07:38.0345 N,149:45:41.2593 E,654.979924,-0.060868,-0.014953,-0.007850
08/03/2017 20:19:00.000,23:28:22.2679 N,148:53:01.6243 E,654.562827,-0.060942,-0.014326,-0.006008
08/03/2017 20:20:00.000,19:48:52.0461 N,148:02:23.0506 E,654.262378,-0.061002,-0.013828,-0.003966
08/03/2017 20:21:00.000,16:09:10.2036 N,147:13:20.0769 E,654.089766,-0.061050,-0.013438,-0.001752
08/03/2017 20:22:00.000,12:29:19.4225 N,146:25:30.9247 E,654.054226,-0.061085,-0.013142,0.000598
08/03/2017 20:23:00.000,08:49:22.2837 N,145:38:36.5002 E,654.162854,-0.061109,-0.012930,0.003047
08/03/2017 20:24:00.000,05:09:21.3026 N,144:52:19.6105 E,654.420459,-0.061121,-0.012794,0.005557
08/03/2017 20:25:00.000,01:29:18.9514 N,144:06:24.3231 E,654.829448,-0.061121,-0.012730,0.008086
08/03/2017 20:26:00.000,02:10:42.3246 S,143:20:35.4157 E,655.389759,-0.061111,-0.012735,0.010593
08/03/2017 20:27:00.000,05:50:40.0956 S,142:34:37.8761 E,656.098835,-0.061089,-0.012810,0.013037
08/03/2017 20:28:00.000,09:30:31.9367 S,141:48:16.4163 E,656.951643,-0.061056,-0.012957,0.015376
08/03/2017 20:29:00.000,13:10:15.4158 S,141:01:14.9678 E,657.940734,-0.061011,-0.013181,0.017572
08/03/2017 20:30:00.000,16:49:48.0765 S,140:13:16.1226 E,659.056344,-0.060956,-0.013490,0.019586
08/03/2017 20:31:00.000,20:29:07.4130 S,139:24:00.4776 E,660.286541,-0.060888,-0.013894,0.021384
08/03/2017 20:32:00.000,24:08:10.8320 S,138:33:05.8284 E,661.617405,-0.060808,-0.014409,0.022934
08/03/2017 20:33:00.000,27:46:55.5977 S,137:40:06.1379 E,663.033241,-0.060715,-0.015056,0.024210
08/03/2017 20:34:00.000,31:25:18.7490 S,136:44:30.1739 E,664.516823,-0.060608,-0.015862,0.025187
08/03/2017 20:35:00.000,35:03:16.9802 S,135:45:39.6580 E,666.049664,-0.060484,-0.016865,0.025847
08/03/2017 20:36:00.000,38:40:46.4654 S,134:42:46.6854 E,667.612303,-0.060341,-0.018117,0.026176
08/03/2017 20:37:00.000,42:17:42.5993 S,133:34:50.0371 E,669.184610,-0.060174,-0.019691,0.026167
08/03/2017 20:38:00.000,45:53:59.6096 S,132:20:29.7762 E,670.746094,-0.059977,-0.021689,0.025814
08/03/2017 20:39:00.000,49:29:29.9630 S,130:57:59.1101 E,672.276228,-0.059740,-0.024261,0.025121
08/03/2017 20:40:00.000,53:04:03.4340 S,129:24:51.7745 E,673.754753,-0.059447,-0.027629,0.024095
08/03/2017 20:41:00.000,56:37:25.5933 S,127:37:41.8288 E,675.161997,-0.059075,-0.032134,0.022747
08/03/2017 20:42:00.000,60:09:15.2606 S,125:31:30.1112 E,676.479165,-0.058583,-0.038315,0.021096
08/03/2017 20:43:00.000,63:39:00.0099 S,122:58:46.2737 E,677.688628,-0.057904,-0.047066,0.019161
08/03/2017 20:44:00.000,67:05:47.8123 S,119:47:44.1986 E,678.774179,-0.056918,-0.059931,0.016971
08/03/2017 20:45:00.000,70:28:10.5275 S,115:39:04.9299 E,679.721279,-0.055397,-0.079696,0.014553
08/03/2017 20:46:00.000,73:43:29.0906 S,109:59:32.8971 E,680.517267,-0.052883,-0.111591,0.011941
08/03/2017 20:47:00.000,76:46:35.5171 S,101:49:39.1416 E,681.151546,-0.048381,-0.165349,0.009171
08/03/2017 20:48:00.000,79:26:55.5044 S,89:24:54.7797 E,681.615738,-0.039722,-0.255629,0.006280
08/03/2017 20:49:00.000,81:22:56.5744 S,70:24:27.6450 E,681.903800,-0.023052,-0.379656,0.003309
08/03/2017 20:50:00.000,82:01:19.4489 S,45:03:25.3244 E,682.012117,0.002722,-0.441788,0.000298
08/03/2017 20:51:00.000,81:05:06.3035 S,20:35:29.0317 E,681.939546,0.027156,-0.355216,-0.002712
08/03/2017 20:52:00.000,78:57:56.7798 S,03:02:08.0816 E,681.687435,0.041921,-0.234342,-0.005678
08/03/2017 20:53:00.000,76:11:52.2408 S,08:21:29.2867 W,681.259602,0.049501,-0.152353,-0.008560
08/03/2017 20:54:00.000,73:05:46.2750 S,15:55:10.0489 W,680.662275,0.053488,-0.103963,-0.011319
08/03/2017 20:55:00.000,69:48:47.2942 S,21:13:08.5196 W,679.904002,0.055750,-0.075053,-0.013917
08/03/2017 20:56:00.000,66:25:24.1539 S,25:08:22.2843 W,678.995521,0.057138,-0.056961,-0.016318
08/03/2017 20:57:00.000,62:57:57.6705 S,28:10:37.6611 W,677.949608,0.058048,-0.045076,-0.018491
08/03/2017 20:58:00.000,59:27:46.9050 S,30:37:21.7482 W,676.780879,0.058682,-0.036927,-0.020407
08/03/2017 20:59:00.000,55:55:39.0580 S,32:39:18.5024 W,675.505578,0.059146,-0.031133,-0.022039
08/03/2017 21:00:00.000,52:22:03.8310 S,34:23:22.1103 W,674.141329,0.059499,-0.026888,-0.023368
08/03/2017 21:01:00.000,48:47:20.7888 S,35:54:09.7593 W,672.706874,0.059778,-0.023699,-0.024378
08/03/2017 21:02:00.000,45:11:43.3621 S,37:14:53.5025 W,671.221786,0.060005,-0.021255,-0.025055
08/03/2017 21:03:00.000,41:35:21.1382 S,38:27:50.5215 W,669.706170,0.060195,-0.019350,-0.025396
08/03/2017 21:04:00.000,37:58:21.2304 S,39:34:41.4884 W,668.180354,0.060356,-0.017846,-0.025397
08/03/2017 21:05:00.000,34:20:49.1290 S,40:36:42.1094 W,666.664578,0.060494,-0.016648,-0.025064
08/03/2017 21:06:00.000,30:42:49.2457 S,41:34:50.6139 W,665.178673,0.060613,-0.015688,-0.024405
08/03/2017 21:07:00.000,27:04:25.2714 S,42:29:52.7563 W,663.741757,0.060717,-0.014916,-0.023436
08/03/2017 21:08:00.000,23:25:40.4160 S,43:22:25.2461 W,662.371934,0.060807,-0.014297,-0.022175
08/03/2017 21:09:00.000,19:46:37.5714 S,44:12:58.1594 W,661.086008,0.060884,-0.013805,-0.020646
08/03/2017 21:10:00.000,16:07:19.4222 S,45:01:56.6781 W,659.899222,0.060949,-0.013420,-0.018877
08/03/2017 21:11:00.000,12:27:48.5223 S,45:49:42.3764 W,658.825022,0.061002,-0.013129,-0.016901
08/03/2017 21:12:00.000,08:48:07.3467 S,46:36:34.2002 W,657.874848,0.061044,-0.012920,-0.014751
08/03/2017 21:13:00.000,05:08:18.3258 S,47:22:49.2382 W,657.057960,0.061075,-0.012787,-0.012466
08/03/2017 21:14:00.000,01:28:23.8698 S,48:08:43.3551 W,656.381306,0.061094,-0.012726,-0.010085
08/03/2017 21:15:00.000,02:11:33.6164 N,48:54:31.7355 W,655.849425,0.061103,-0.012734,-0.007648
08/03/2017 21:16:00.000,05:51:31.7206 N,49:40:29.3825 W,655.464393,0.061100,-0.012812,-0.005198
08/03/2017 21:17:00.000,09:31:28.0133 N,50:26:51.6028 W,655.225818,0.061086,-0.012962,-0.002774
08/03/2017 21:18:00.000,13:11:20.0349 N,51:13:54.5130 W,655.130870,0.061060,-0.013190,-0.000417
08/03/2017 21:19:00.000,16:51:05.2792 N,52:01:55.6030 W,655.174360,0.061023,-0.013502,0.001834
08/03/2017 21:20:00.000,20:30:41.1681 N,52:51:14.3990 W,655.348858,0.060974,-0.013911,0.003944
08/03/2017 21:21:00.000,24:10:05.0141 N,53:42:13.2804 W,655.644846,0.060911,-0.014432,0.005879
08/03/2017 21:22:00.000,27:49:13.9638 N,54:35:18.5283 W,656.050916,0.060836,-0.015085,0.007610
08/03/2017 21:23:00.000,31:28:04.9159 N,55:31:01.7131 W,656.553988,0.060745,-0.015900,0.009110
08/03/2017 21:24:00.000,35:06:34.3997 N,56:30:01.5834 W,657.139565,0.060636,-0.016914,0.010358
08/03/2017 21:25:00.000,38:44:38.3962 N,57:33:06.7042 W,657.792001,0.060508,-0.018181,0.011337
08/03/2017 21:26:00.000,42:22:12.0750 N,58:41:19.2349 W,658.494795,0.060355,-0.019775,0.012036
08/03/2017 21:27:00.000,45:59:09.3960 N,59:56:00.4770 W,659.230889,0.060170,-0.021801,0.012448
08/03/2017 21:28:00.000,49:35:22.5006 N,61:18:59.2483 W,659.982980,0.059943,-0.024412,0.012571
08/03/2017 21:29:00.000,53:10:40.7517 N,62:52:44.8994 W,660.733824,0.059659,-0.027837,0.012408
08/03/2017 21:30:00.000,56:44:49.1700 N,64:40:48.2216 W,661.466541,0.059291,-0.032426,0.011969
08/03/2017 21:31:00.000,60:17:25.7894 N,66:48:16.2780 W,662.164912,0.058800,-0.038739,0.011267
08/03/2017 21:32:00.000,63:47:56.9699 N,69:22:52.8241 W,662.813657,0.058115,-0.047703,0.010319
08/03/2017 21:33:00.000,67:15:28.6357 N,72:36:47.8038 W,663.398697,0.057110,-0.060927,0.009148
08/03/2017 21:34:00.000,70:38:28.8687 N,76:50:04.6339 W,663.907396,0.055547,-0.081333,0.007779
08/03/2017 21:35:00.000,73:54:10.9560 N,82:37:25.4890 W,664.328770,0.052939,-0.114422,0.006242
08/03/2017 21:36:00.000,76:57:10.0838 N,91:01:08.7714 W,664.653677,0.048230,-0.170428,0.004569
08/03/2017 21:37:00.000,79:36:13.6457 N,103:50:23.0202 W,664.874965,0.039108,-0.264326,0.002794
08/03/2017 21:38:00.000,81:28:35.9844 N,123:26:49.1295 W,664.987596,0.021589,-0.389784,0.000953
08/03/2017 21:39:00.000,82:00:18.8053 N,149:09:57.7661 W,664.988730,-0.004815,-0.442061,-0.000917
08/03/2017 21:40:00.000,80:57:03.1892 N,173:19:19.7612 W,664.877771,-0.028844,-0.346615,-0.002778
08/03/2017 21:41:00.000,78:44:59.7097 N,169:38:01.5826 E,664.656381,-0.042990,-0.226774,-0.004592
08/03/2017 21:42:00.000,75:55:47.8640 N,158:36:28.6913 E,664.328455,-0.050208,-0.147560,-0.006323
08/03/2017 21:43:00.000,72:47:31.1284 N,151:16:25.0657 E,663.900058,-0.054013,-0.101028,-0.007935
08/03/2017 21:44:00.000,69:28:50.0795 N,146:06:53.7936 E,663.379326,-0.056180,-0.073193,-0.009396
08/03/2017 21:45:00.000,66:04:00.5147 N,142:17:08.3873 E,662.776337,-0.057513,-0.055726,-0.010672
08/03/2017 21:46:00.000,62:35:17.0513 N,139:18:35.4253 E,662.102944,-0.058389,-0.044221,-0.011738
08/03/2017 21:47:00.000,59:03:55.6767 N,136:54:28.1733 E,661.372578,-0.058997,-0.036313,-0.012567
08/03/2017 21:48:00.000,55:30:42.0148 N,134:54:25.8186 E,660.600024,-0.059441,-0.030678,-0.013140
08/03/2017 21:49:00.000,51:56:04.9519 N,133:11:48.0193 E,659.801175,-0.059777,-0.026542,-0.013441
08/03/2017 21:50:00.000,48:20:23.6478 N,131:42:06.2160 E,658.992760,-0.060040,-0.023431,-0.013457
08/03/2017 21:51:00.000,44:43:51.3595 N,130:22:13.9343 E,658.192055,-0.060252,-0.021043,-0.013182
08/03/2017 21:52:00.000,41:06:37.6352 N,129:09:57.7191 E,657.416588,-0.060425,-0.019181,-0.012615
08/03/2017 21:53:00.000,37:28:49.6297 N,128:03:39.4573 E,656.683827,-0.060570,-0.017711,-0.011758
08/03/2017 21:54:00.000,33:50:32.9221 N,127:02:05.2432 E,656.010874,-0.060692,-0.016538,-0.010622
08/03/2017 21:55:00.000,30:11:52.0397 N,126:04:18.1394 E,655.414153,-0.060795,-0.015599,-0.009219
08/03/2017 21:56:00.000,26:32:50.8024 N,125:09:33.3337 E,654.909115,-0.060881,-0.014844,-0.007568
08/03/2017 21:57:00.000,22:53:32.5526 N,124:17:14.8118 E,654.509949,-0.060952,-0.014239,-0.005693
08/03/2017 21:58:00.000,19:14:00.3115 N,123:26:53.0141 E,654.229317,-0.061011,-0.013759,-0.003621
08/03/2017 21:59:00.000,15:34:16.8850 N,122:38:03.1420 E,654.078109,-0.061056,-0.013385,-0.001384
08/03/2017 22:00:00.000,11:54:24.9360 N,121:50:23.9035 E,654.065232,-0.061090,-0.013103,0.000984
08/03/2017 22:01:00.000,08:14:27.0330 N,121:03:36.5544 E,654.197429,-0.061111,-0.012904,0.003446
08/03/2017 22:02:00.000,04:34:25.6831 N,120:17:24.1418 E,654.479130,-0.061121,-0.012779,0.005961
08/03/2017 22:03:00.000,00:54:23.3534 N,119:31:30.8812 E,654.912354,-0.061120,-0.012726,0.008489
08/03/2017 22:04:00.000,02:45:37.5141 S,118:45:41.6163 E,655.496644,-0.061108,-0.012742,0.010989
08/03/2017 22:05:00.000,06:25:34.4912 S,117:59:41.3237 E,656.229048,-0.061084,-0.012828,0.013418
08/03/2017 22:06:00.000,10:05:25.1528 S,117:13:14.6263 E,657.104141,-0.061049,-0.012987,0.015737
08/03/2017 22:07:00.000,13:45:07.0645 S,116:26:05.2825 E,658.114100,-0.061003,-0.013224,0.017905
08/03/2017 22:08:00.000,17:24:37.7640 S,115:37:55.6144 E,659.248805,-0.060946,-0.013547,0.019887
08/03/2017 22:09:00.000,21:03:54.7345 S,114:48:25.8332 E,660.495997,-0.060876,-0.013968,0.021648
08/03/2017 22:10:00.000,24:42:55.3646 S,113:57:13.2023 E,661.841457,-0.060794,-0.014503,0.023156
08/03/2017 22:11:00.000,28:21:36.8891 S,113:03:50.9613 E,663.269232,-0.060699,-0.015172,0.024385
08/03/2017 22:12:00.000,31:59:56.3014 S,112:07:46.8991 E,664.761876,-0.060589,-0.016007,0.025313
08/03/2017 22:13:00.000,35:37:50.2269 S,111:08:21.4051 E,666.300728,-0.060463,-0.017045,0.025921
08/03/2017 22:14:00.000,39:15:14.7361 S,110:04:44.7430 E,667.866201,-0.060316,-0.018343,0.026196
08/03/2017 22:15:00.000,42:52:05.0687 S,108:55:53.1402 E,669.438086,-0.060145,-0.019976,0.026132
08/03/2017 22:16:00.000,46:28:15.2192 S,107:40:23.0307 E,670.995867,-0.059943,-0.022054,0.025725
08/03/2017 22:17:00.000,50:03:37.3009 S,106:16:22.3495 E,672.519037,-0.059698,-0.024736,0.024978
08/03/2017 22:18:00.000,53:38:00.5418 S,104:41:16.9678 E,673.987413,-0.059394,-0.028257,0.023900
08/03/2017 22:19:00.000,57:11:09.6476 S,102:51:28.8503 E,675.381442,-0.059006,-0.032985,0.022502
08/03/2017 22:20:00.000,60:42:42.0227 S,100:41:39.5695 E,676.682496,-0.058490,-0.039502,0.020804
08/03/2017 22:21:00.000,64:12:02.8298 S,98:03:46.8372 E,677.873155,-0.057772,-0.048780,0.018827
08/03/2017 22:22:00.000,67:38:15.7172 S,94:45:09.1827 E,678.937463,-0.056720,-0.062509,0.016598
08/03/2017 22:23:00.000,70:59:44.3184 S,90:24:47.2578 E,679.861166,-0.055082,-0.083763,0.014147
08/03/2017 22:24:00.000,74:13:32.8263 S,84:26:16.8416 E,680.631921,-0.052338,-0.118328,0.011507
08/03/2017 22:25:00.000,77:13:57.0188 S,75:44:19.8016 E,681.239473,-0.047365,-0.176849,0.008715
08/03/2017 22:26:00.000,79:49:03.6683 S,62:26:03.6446 E,681.675808,-0.037725,-0.273961,0.005809
08/03/2017 22:27:00.000,81:35:05.9332 S,42:14:39.8244 E,681.935266,-0.019451,-0.397808,0.002828
08/03/2017 22:28:00.000,81:58:31.5997 S,16:24:37.3395 E,682.014622,0.007065,-0.436749,-0.000186
08/03/2017 22:29:00.000,80:48:43.2845 S,07:09:16.7365 W,681.913130,0.030156,-0.334831,-0.003191
08/03/2017 22:30:00.000,78:33:32.4178 S,23:34:47.4400 W,681.632533,0.043490,-0.218472,-0.006146
