"Time (DD/MM/YYYY)","Lat (DMS)","Lon (DMS)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
08/03/2017 00:00:00.000,09:02:00.3847 S,88:34:35.9204 W,657.980281,0.061041,-0.012931,-0.014852
08/03/2017 00:01:00.000,05:22:11.9736 S,89:20:52.7620 W,657.157002,0.061072,-0.012793,-0.012578
08/03/2017 00:02:00.000,01:42:17.9837 S,90:06:47.7050 W,656.473378,0.061092,-0.012727,-0.010205
08/03/2017 00:03:00.000,01:57:39.1811 N,90:52:35.9615 W,655.934090,0.061102,-0.012731,-0.007775
08/03/2017 00:04:00.000,05:37:37.1103 N,91:38:32.5309 W,655.541366,0.061100,-0.012804,-0.005327
08/03/2017 00:05:00.000,09:17:33.3769 N,92:24:52.6853 W,655.294961,0.061086,-0.012950,-0.002905
08/03/2017 00:06:00.000,12:57:25.5246 N,93:11:52.4734 W,655.192193,0.061061,-0.013172,-0.000547
08/03/2017 00:07:00.000,16:37:11.0519 N,93:59:49.2791 W,655.228012,0.061025,-0.013479,0.001709
08/03/2017 00:08:00.000,20:16:47.3873 N,94:49:02.4762 W,655.395124,0.060976,-0.013882,0.003824
08/03/2017 00:09:00.000,23:56:11.8526 N,95:39:54.2343 W,655.684136,0.060915,-0.014395,0.005767
08/03/2017 00:10:00.000,27:35:21.6085 N,96:32:50.5491 W,656.083751,0.060840,-0.015039,0.007507
08/03/2017 00:11:00.000,31:14:13.5734 N,97:28:22.6045 W,656.580989,0.060750,-0.015842,0.009018
08/03/2017 00:12:00.000,34:52:44.3056 N,98:27:08.6236 W,657.161434,0.060643,-0.016842,0.010278
08/03/2017 00:13:00.000,38:30:49.8292 N,99:29:56.4491 W,657.809509,0.060516,-0.018091,0.011271
08/03/2017 00:14:00.000,42:08:25.3761 N,100:37:47.2337 W,658.508760,0.060364,-0.019662,0.011984
08/03/2017 00:15:00.000,45:45:24.9998 N,101:52:00.8495 W,659.242161,0.060182,-0.021657,0.012410
08/03/2017 00:16:00.000,49:21:40.9821 N,103:14:24.0386 W,659.992420,0.059958,-0.024225,0.012547
08/03/2017 00:17:00.000,52:57:02.9019 N,104:47:23.0581 W,660.742286,0.059678,-0.027589,0.012399
08/03/2017 00:18:00.000,56:31:16.1208 N,106:34:23.9461 W,661.474856,0.059317,-0.032090,0.011973
08/03/2017 00:19:00.000,60:03:59.2288 N,108:40:26.2012 W,662.173867,0.058835,-0.038271,0.011284
08/03/2017 00:20:00.000,63:34:39.5313 N,111:13:01.0498 W,662.823981,0.058165,-0.047028,0.010347
08/03/2017 00:21:00.000,67:02:24.6439 N,114:23:56.7387 W,663.411045,0.057186,-0.059913,0.009186
08/03/2017 00:22:00.000,70:25:45.8615 N,118:32:37.3416 W,663.922334,0.055670,-0.079735,0.007826
08/03/2017 00:23:00.000,73:42:03.0025 N,124:12:30.9879 W,664.346765,0.053151,-0.111775,0.006296
08/03/2017 00:24:00.000,76:46:05.3989 N,132:23:38.0613 W,664.675086,0.048626,-0.165900,0.004628
08/03/2017 00:25:00.000,79:27:11.4623 N,144:51:41.7220 W,664.900027,0.039890,-0.257028,0.002856
08/03/2017 00:26:00.000,81:23:29.8722 N,163:59:25.8540 W,665.016425,0.023019,-0.382255,0.001016
08/03/2017 00:27:00.000,82:01:13.0617 N,170:30:26.9916 E,665.021311,-0.003051,-0.443698,-0.000855
08/03/2017 00:28:00.000,81:03:31.1554 N,145:59:58.6409 E,664.913960,-0.027609,-0.354842,-0.002719
08/03/2017 00:29:00.000,78:54:46.0160 N,128:29:41.9168 E,664.695905,-0.042343,-0.233271,-0.004539
08/03/2017 00:30:00.000,76:07:15.5030 N,117:09:43.2382 E,664.370915,-0.049877,-0.151449,-0.006278
08/03/2017 00:31:00.000,72:59:52.0880 N,109:38:49.5928 E,663.944932,-0.053832,-0.103313,-0.007900
08/03/2017 00:32:00.000,69:41:41.3415 N,104:22:49.9760 E,663.425983,-0.056072,-0.074591,-0.009372
08/03/2017 00:33:00.000,66:17:10.3711 N,100:29:01.2875 E,662.824039,-0.057444,-0.056626,-0.010662
08/03/2017 00:34:00.000,62:48:39.0993 N,97:27:48.3113 E,662.150863,-0.058342,-0.044828,-0.011742
08/03/2017 00:35:00.000,59:17:26.1743 N,95:01:51.2053 E,661.419806,-0.058964,-0.036737,-0.012587
08/03/2017 00:36:00.000,55:44:18.6452 N,93:00:30.6630 E,660.645592,-0.059416,-0.030985,-0.013177
08/03/2017 00:37:00.000,52:09:46.2072 N,91:16:55.5241 E,659.844066,-0.059758,-0.026771,-0.013494
08/03/2017 00:38:00.000,48:34:08.5013 N,89:46:30.6205 E,659.031928,-0.060025,-0.023605,-0.013528
08/03/2017 00:39:00.000,44:57:39.0822 N,88:26:05.2815 E,658.226445,-0.060240,-0.021178,-0.013271
08/03/2017 00:40:00.000,41:20:27.6881 N,87:13:23.2961 E,657.445154,-0.060416,-0.019287,-0.012720
08/03/2017 00:41:00.000,37:42:41.5979 N,86:06:44.6878 E,656.705551,-0.060562,-0.017795,-0.011881
08/03/2017 00:42:00.000,34:04:26.4732 N,85:04:54.2588 E,656.024785,-0.060685,-0.016605,-0.010760
08/03/2017 00:43:00.000,30:25:46.8968 N,84:06:54.1568 E,655.419349,-0.060789,-0.015652,-0.009371
08/03/2017 00:44:00.000,26:46:46.7261 N,83:11:58.9103 E,654.904777,-0.060876,-0.014887,-0.007733
08/03/2017 00:45:00.000,23:07:29.3291 N,82:19:32.0238 E,654.495363,-0.060949,-0.014274,-0.005869
08/03/2017 00:46:00.000,19:27:57.7445 N,81:29:03.5829 E,654.203885,-0.061008,-0.013787,-0.003806
08/03/2017 00:47:00.000,15:48:14.7900 N,80:40:08.5274 E,654.041367,-0.061054,-0.013406,-0.001575
08/03/2017 00:48:00.000,12:08:23.1366 N,79:52:25.3733 E,654.016860,-0.061089,-0.013119,0.000789
08/03/2017 00:49:00.000,08:28:25.3585 N,79:05:35.2383 E,654.137259,-0.061111,-0.012914,0.003248
08/03/2017 00:50:00.000,04:48:23.9668 N,78:19:21.0753 E,654.407156,-0.061122,-0.012785,0.005765
08/03/2017 00:51:00.000,01:08:21.4315 N,77:33:27.0417 E,654.828734,-0.061122,-0.012727,0.008297
08/03/2017 00:52:00.000,02:31:39.8033 S,76:47:37.9560 E,655.401705,-0.061110,-0.012739,0.010804
08/03/2017 00:53:00.000,06:11:37.3078 S,76:01:38.8003 E,656.123279,-0.061087,-0.012821,0.013243
08/03/2017 00:54:00.000,09:51:28.6563 S,75:15:14.2342 E,656.988196,-0.061053,-0.012975,0.015574
08/03/2017 00:55:00.000,13:31:11.4141 S,74:28:08.0865 E,657.988786,-0.061008,-0.013207,0.017757
08/03/2017 00:56:00.000,17:10:43.1205 S,73:40:02.7885 E,659.115076,-0.060951,-0.013524,0.019756
08/03/2017 00:57:00.000,20:50:01.2621 S,72:50:38.7073 E,660.354939,-0.060882,-0.013938,0.021535
08/03/2017 00:58:00.000,24:29:03.2341 S,71:59:33.3211 E,661.694278,-0.060801,-0.014465,0.023065
08/03/2017 00:59:00.000,28:07:46.2820 S,71:06:20.1617 E,663.117240,-0.060706,-0.015126,0.024316
08/03/2017 01:00:00.000,31:46:07.4170 S,70:10:27.4132 E,664.606468,-0.060598,-0.015948,0.025268
08/03/2017 01:01:00.000,35:24:03.2913 S,69:11:16.0030 E,666.143368,-0.060472,-0.016973,0.025901
08/03/2017 01:02:00.000,39:01:30.0165 S,68:07:56.9354 E,667.708398,-0.060327,-0.018252,0.026202
08/03/2017 01:03:00.000,42:38:22.8945 S,66:59:27.4705 E,669.281378,-0.060158,-0.019861,0.026163
08/03/2017 01:04:00.000,46:14:36.0134 S,65:44:25.5118 E,670.841795,-0.059958,-0.021907,0.025782
08/03/2017 01:05:00.000,49:50:01.6293 S,64:21:01.1311 E,672.369129,-0.059716,-0.024544,0.025060
08/03/2017 01:06:00.000,53:24:29.1915 S,62:46:43.3914 E,673.843158,-0.059417,-0.028004,0.024006
08/03/2017 01:07:00.000,56:57:43.7572 S,60:57:59.1729 E,675.244273,-0.059035,-0.032641,0.022632
08/03/2017 01:08:00.000,60:29:23.3072 S,58:49:37.8911 E,676.553773,-0.058528,-0.039021,0.020956
08/03/2017 01:09:00.000,63:58:53.9887 S,56:13:50.2855 E,677.754143,-0.057826,-0.048085,0.018999
08/03/2017 01:10:00.000,67:25:21.2200 S,52:58:17.5086 E,678.829319,-0.056801,-0.061462,0.016788
08/03/2017 01:11:00.000,70:47:12.0132 S,48:42:41.3217 E,679.764921,-0.055211,-0.082107,0.014353
08/03/2017 01:12:00.000,74:01:37.4591 S,42:51:54.8207 E,680.548468,-0.052562,-0.115580,0.011727
08/03/2017 01:13:00.000,77:03:08.2970 S,34:23:02.4449 E,681.169559,-0.047783,-0.172159,0.008946
08/03/2017 01:14:00.000,79:40:23.7830 S,21:26:31.6612 E,681.620022,-0.038545,-0.266551,0.006048
08/03/2017 01:15:00.000,81:30:30.9322 S,01:43:18.9687 E,681.894033,-0.020914,-0.390810,0.003073
08/03/2017 01:16:00.000,81:59:56.4590 S,23:56:48.6516 W,681.988197,0.005347,-0.439285,0.000062
08/03/2017 01:17:00.000,80:55:26.7054 S,47:53:15.7693 W,681.901599,0.028996,-0.342973,-0.002943
08/03/2017 01:18:00.000,78:43:21.2732 S,64:45:26.6510 W,681.635811,0.042887,-0.224647,-0.005901
08/03/2017 01:19:00.000,75:54:45.0084 S,75:41:31.1752 W,681.194871,0.049997,-0.146530,-0.008772
08/03/2017 01:20:00.000,72:47:18.9641 S,82:58:57.5145 W,680.585220,0.053760,-0.100534,-0.011516
08/03/2017 01:21:00.000,69:29:34.3493 S,88:07:12.6473 W,679.815607,0.055912,-0.072950,-0.014096
08/03/2017 01:22:00.000,66:05:43.1188 S,91:56:20.4560 W,678.896960,0.057241,-0.055606,-0.016477
08/03/2017 01:23:00.000,62:37:58.1404 S,94:54:34.8830 W,677.842224,0.058119,-0.044163,-0.018626
08/03/2017 01:24:00.000,59:07:34.4814 S,97:18:33.4194 W,676.666167,0.058733,-0.036287,-0.020516
08/03/2017 01:25:00.000,55:35:17.1999 S,99:18:32.2674 W,675.385160,0.059183,-0.030670,-0.022120
08/03/2017 01:26:00.000,52:01:34.7810 S,101:01:09.3592 W,674.016934,0.059528,-0.026543,-0.023420
08/03/2017 01:27:00.000,48:26:46.0652 S,102:30:51.9432 W,672.580305,0.059802,-0.023437,-0.024398
08/03/2017 01:28:00.000,44:51:04.0350 S,103:50:45.7577 W,671.094897,0.060025,-0.021052,-0.025045
08/03/2017 01:29:00.000,41:14:37.9920 S,105:03:03.8344 W,669.580836,0.060211,-0.019190,-0.025354
08/03/2017 01:30:00.000,37:37:34.8633 S,106:09:24.0385 W,668.058440,0.060369,-0.017720,-0.025325
08/03/2017 01:31:00.000,34:00:00.0157 S,107:11:00.1286 W,666.547909,0.060505,-0.016547,-0.024962
08/03/2017 01:32:00.000,30:21:57.7782 S,108:08:48.9548 W,665.069007,0.060623,-0.015606,-0.024274
08/03/2017 01:33:00.000,26:43:31.7865 S,109:03:35.2772 W,663.640753,0.060726,-0.014850,-0.023278
08/03/2017 01:34:00.000,23:04:45.2134 S,109:55:55.0788 W,662.281125,0.060814,-0.014245,-0.021993
08/03/2017 01:35:00.000,19:25:40.9263 S,110:46:17.9008 W,661.006778,0.060890,-0.013764,-0.020442
08/03/2017 01:36:00.000,15:46:21.5938 S,111:35:08.5295 W,659.832781,0.060954,-0.013388,-0.018655
08/03/2017 01:37:00.000,12:06:49.7596 S,112:22:48.2490 W,658.772384,0.061006,-0.013105,-0.016663
08/03/2017 01:38:00.000,08:27:07.8924 S,113:09:35.7964 W,657.836815,0.061047,-0.012904,-0.014502
08/03/2017 01:39:00.000,04:47:18.4192 S,113:55:48.1174 W,657.035111,0.061076,-0.012778,-0.012209
08/03/2017 01:40:00.000,01:07:23.7480 S,114:41:40.9883 W,656.373981,0.061095,-0.012723,-0.009825
08/03/2017 01:41:00.000,02:32:33.7167 N,115:27:29.5548 W,655.857724,0.061102,-0.012738,-0.007389
08/03/2017 01:42:00.000,06:12:31.5627 N,116:13:28.8272 W,655.488174,0.061098,-0.012823,-0.004942
08/03/2017 01:43:00.000,09:52:27.3589 N,116:59:54.1662 W,655.264697,0.061083,-0.012980,-0.002527
08/03/2017 01:44:00.000,13:32:18.6432 N,117:47:01.7932 W,655.184229,0.061056,-0.013215,-0.000182
08/03/2017 01:45:00.000,17:12:02.9048 N,118:35:09.3609 W,655.241356,0.061018,-0.013537,0.002053
08/03/2017 01:46:00.000,20:51:37.5579 N,119:24:36.6284 W,655.428440,0.060967,-0.013955,0.004144
08/03/2017 01:47:00.000,24:30:59.9030 N,120:15:46.2964 W,655.735772,0.060904,-0.014488,0.006057
08/03/2017 01:48:00.000,28:10:07.0684 N,121:09:05.0828 W,656.151772,0.060827,-0.015155,0.007763
08/03/2017 01:49:00.000,31:48:55.9245 N,122:05:05.1497 W,656.663217,0.060734,-0.015987,0.009236
08/03/2017 01:50:00.000,35:27:22.9580 N,123:04:26.0514 W,657.255486,0.060624,-0.017022,0.010455
08/03/2017 01:51:00.000,39:05:24.0870 N,124:07:57.4613 W,657.912843,0.060494,-0.018317,0.011404
08/03/2017 01:52:00.000,42:42:54.3865 N,125:16:43.0858 W,658.618724,0.060338,-0.019947,0.012072
08/03/2017 01:53:00.000,46:19:47.6750 N,126:32:06.4277 W,659.356039,0.060149,-0.022021,0.012452
08/03/2017 01:54:00.000,49:55:55.8790 N,127:55:59.5067 W,660.107481,0.059918,-0.024699,0.012544
08/03/2017 01:55:00.000,53:31:08.0287 N,129:30:56.4568 W,660.855834,0.059627,-0.028216,0.012352
08/03/2017 01:56:00.000,57:05:08.6180 N,131:20:35.4384 W,661.584277,0.059250,-0.032941,0.011884
08/03/2017 01:57:00.000,60:37:34.8169 N,133:30:15.2780 W,662.276674,0.058744,-0.039459,0.011154
08/03/2017 01:58:00.000,64:07:51.5091 N,136:07:59.2821 W,662.917859,0.058035,-0.048744,0.010180
08/03/2017 01:59:00.000,67:35:01.9653 N,139:26:31.3757 W,663.493888,0.056990,-0.062498,0.008986
08/03/2017 02:00:00.000,70:57:29.1972 N,143:46:56.8140 W,663.992283,0.055354,-0.083817,0.007598
08/03/2017 02:01:00.000,74:12:16.1268 N,149:45:54.3672 W,664.402239,0.052605,-0.118551,0.006044
08/03/2017 02:02:00.000,77:13:35.3985 N,158:29:18.5337 W,664.714808,0.047603,-0.177496,0.004357
08/03/2017 02:03:00.000,79:49:25.2113 N,171:51:25.2731 W,664.923045,0.037871,-0.275556,0.002572
08/03/2017 02:04:00.000,81:35:37.4136 N,167:49:13.4360 E,665.022132,0.019371,-0.400509,0.000724
08/03/2017 02:05:00.000,81:58:13.2810 N,141:50:37.5577 E,665.009451,-0.007430,-0.438284,-0.001148
08/03/2017 02:06:00.000,80:46:52.4373 N,118:15:27.8586 E,664.884634,-0.030610,-0.334228,-0.003008
08/03/2017 02:07:00.000,78:30:07.0720 N,101:53:21.8718 E,664.649571,-0.043905,-0.217400,-0.004817
08/03/2017 02:08:00.000,75:38:31.5319 N,91:18:17.7498 E,664.308380,-0.050678,-0.141984,-0.006540
08/03/2017 02:09:00.000,72:28:58.8138 N,84:13:46.7032 E,663.867341,-0.054272,-0.097746,-0.008140
08/03/2017 02:10:00.000,69:09:34.3289 N,79:13:34.4420 E,663.334795,-0.056335,-0.071175,-0.009584
08/03/2017 02:11:00.000,65:44:17.9617 N,75:29:40.6452 E,662.721011,-0.057612,-0.054423,-0.010843
08/03/2017 02:12:00.000,62:15:16.8280 N,72:34:59.8014 E,662.038015,-0.058456,-0.043340,-0.011887
08/03/2017 02:13:00.000,58:43:43.1325 N,70:13:32.4081 E,661.299391,-0.059046,-0.035694,-0.012693
08/03/2017 02:14:00.000,55:10:20.4621 N,68:15:24.1317 E,660.520057,-0.059477,-0.030229,-0.013240
08/03/2017 02:15:00.000,51:35:36.5430 N,66:34:10.1762 E,659.716011,-0.059805,-0.026208,-0.013514
08/03/2017 02:16:00.000,47:59:49.8423 N,65:05:31.5101 E,658.904060,-0.060062,-0.023176,-0.013502
08/03/2017 02:17:00.000,44:23:13.1873 N,63:46:27.7257 E,658.101533,-0.060270,-0.020846,-0.013198
08/03/2017 02:18:00.000,40:45:55.8518 N,62:34:49.3620 E,657.325981,-0.060441,-0.019026,-0.012602
08/03/2017 02:19:00.000,37:08:04.8114 N,61:29:01.0126 E,656.594864,-0.060583,-0.017587,-0.011717
08/03/2017 02:20:00.000,33:29:45.5264 N,60:27:50.6517 E,655.925247,-0.060703,-0.016440,-0.010552
08/03/2017 02:21:00.000,29:51:02.4443 N,59:30:22.6753 E,655.333488,-0.060804,-0.015519,-0.009123
08/03/2017 02:22:00.000,26:11:59.3314 N,58:35:53.2329 E,654.834944,-0.060889,-0.014780,-0.007448
08/03/2017 02:23:00.000,22:32:39.4944 N,57:43:47.0132 E,654.443681,-0.060959,-0.014188,-0.005550
08/03/2017 02:24:00.000,18:53:05.9304 N,56:53:34.9741 E,654.172216,-0.061016,-0.013719,-0.003459
08/03/2017 02:25:00.000,15:13:21.4297 N,56:04:52.6993 E,654.031271,-0.061060,-0.013355,-0.001205
08/03/2017 02:26:00.000,11:33:28.6450 N,55:17:19.1764 E,654.029566,-0.061093,-0.013081,0.001177
08/03/2017 02:27:00.000,07:53:30.1385 N,54:30:35.8617 E,654.173637,-0.061114,-0.012889,0.003648
08/03/2017 02:28:00.000,04:13:28.4135 N,53:44:25.9386 E,654.467702,-0.061123,-0.012771,0.006170
08/03/2017 02:29:00.000,00:33:25.9348 N,52:58:33.7041 E,654.913552,-0.061121,-0.012724,0.008700
08/03/2017 02:30:00.000,03:06:34.8564 S,52:12:44.0356 E,655.510501,-0.061107,-0.012747,0.011198
08/03/2017 02:31:00.000,06:46:31.5319 S,51:26:41.8965 E,656.255365,-0.061082,-0.012840,0.013623
08/03/2017 02:32:00.000,10:26:21.6654 S,50:40:11.8497 E,657.142495,-0.061046,-0.013006,0.015933
08/03/2017 02:33:00.000,14:06:02.8197 S,49:52:57.5420 E,658.163847,-0.060999,-0.013251,0.018089
08/03/2017 02:34:00.000,17:45:32.5278 S,49:04:41.1254 E,659.309096,-0.060940,-0.013583,0.020055
08/03/2017 02:35:00.000,21:24:48.2649 S,48:15:02.5683 E,660.565786,-0.060870,-0.014014,0.021796
08/03/2017 02:36:00.000,25:03:47.4068 S,47:23:38.8008 E,661.919529,-0.060787,-0.014560,0.023283
08/03/2017 02:37:00.000,28:42:27.1687 S,46:30:02.6105 E,663.354214,-0.060690,-0.015244,0.024488
08/03/2017 02:38:00.000,32:20:44.5143 S,45:33:41.1734 E,664.852270,-0.060579,-0.016096,0.025390
08/03/2017 02:39:00.000,35:58:36.0242 S,44:33:54.0445 E,666.394933,-0.060450,-0.017157,0.025970
08/03/2017 02:40:00.000,39:35:57.7022 S,43:29:50.3390 E,667.962539,-0.060302,-0.018483,0.026218
08/03/2017 02:41:00.000,43:12:44.6891 S,42:20:24.6784 E,669.534833,-0.060128,-0.020154,0.026124
08/03/2017 02:42:00.000,46:48:50.8307 S,41:04:11.2095 E,671.091283,-0.059922,-0.022281,0.025688
08/03/2017 02:43:00.000,50:24:08.0149 S,39:39:14.5332 E,672.611393,-0.059673,-0.025031,0.024913
08/03/2017 02:44:00.000,53:58:25.1208 S,38:02:55.5295 E,674.075020,-0.059362,-0.028649,0.023807
08/03/2017 02:45:00.000,57:31:26.3002 S,36:11:28.4544 E,675.462680,-0.058964,-0.033518,0.022383
08/03/2017 02:46:00.000,61:02:48.0479 S,33:59:22.5421 E,676.755842,-0.058432,-0.040249,0.020660
08/03/2017 02:47:00.000,64:31:53.9672 S,31:18:14.9360 E,677.937206,-0.057689,-0.049864,0.018661
08/03/2017 02:48:00.000,67:57:44.8926 S,27:54:48.3108 E,678.990959,-0.056595,-0.064149,0.016412
08/03/2017 02:49:00.000,71:18:39.0585 S,23:26:57.9286 E,679.903013,-0.054880,-0.086366,0.013945
08/03/2017 02:50:00.000,74:31:29.5746 S,17:16:16.3827 E,680.661204,-0.051986,-0.122666,0.011291
08/03/2017 02:51:00.000,77:30:08.0897 S,08:13:39.9493 E,681.255476,-0.046700,-0.184253,0.008489
08/03/2017 02:52:00.000,80:01:49.3129 S,05:38:43.5980 W,681.678025,-0.036416,-0.285466,0.005576
08/03/2017 02:53:00.000,81:41:24.3481 S,26:32:31.0766 W,681.923409,-0.017162,-0.407752,0.002592
08/03/2017 02:54:00.000,81:55:39.5188 S,52:33:25.2803 W,681.988625,0.009632,-0.431673,-0.000420
08/03/2017 02:55:00.000,80:38:03.4592 S,75:30:59.0088 W,681.873153,0.031834,-0.322509,-0.003421
08/03/2017 02:56:00.000,78:18:25.6099 S,91:17:01.1840 W,681.578961,0.044357,-0.209463,-0.006368
08/03/2017 02:57:00.000,75:25:58.0289 S,101:30:14.4681 W,681.110474,0.050756,-0.137501,-0.009222
08/03/2017 02:58:00.000,72:16:28.8842 S,108:22:28.4127 W,680.474507,0.054182,-0.095200,-0.011943
08/03/2017 02:59:00.000,68:57:33.4315 S,113:15:33.5268 W,679.680167,0.056165,-0.069660,-0.014493
08/03/2017 03:00:00.000,65:32:58.2069 S,116:55:06.9021 W,678.738714,0.057404,-0.053473,-0.016839
08/03/2017 03:01:00.000,62:04:44.0323 S,119:47:00.9776 W,677.663396,0.058231,-0.042717,-0.018949
08/03/2017 03:02:00.000,58:33:59.8708 S,122:06:36.9297 W,676.469254,0.058813,-0.035269,-0.020795
08/03/2017 03:03:00.000,55:01:27.4813 S,124:03:28.0208 W,675.172892,0.059244,-0.029930,-0.022352
08/03/2017 03:04:00.000,51:27:33.4633 S,125:43:46.8936 W,673.792233,0.059576,-0.025991,-0.023602
08/03/2017 03:05:00.000,47:52:35.5288 S,127:11:45.2551 W,672.346242,0.059840,-0.023016,-0.024528
08/03/2017 03:06:00.000,44:16:45.9596 S,128:30:18.9250 W,670.854644,0.060056,-0.020725,-0.025122
08/03/2017 03:07:00.000,40:40:13.6090 S,129:41:34.3922 W,669.337618,0.060238,-0.018934,-0.025377
08/03/2017 03:08:00.000,37:03:05.1114 S,130:47:05.0805 W,667.815485,0.060392,-0.017516,-0.025294
08/03/2017 03:09:00.000,33:25:25.6397 S,131:48:01.6596 W,666.308399,0.060525,-0.016383,-0.024878
08/03/2017 03:10:00.000,29:47:19.3934 S,132:45:18.7860 W,664.836025,0.060641,-0.015475,-0.024141
08/03/2017 03:11:00.000,26:08:49.9217 S,133:39:39.6359 W,663.417240,0.060741,-0.014745,-0.023097
08/03/2017 03:12:00.000,22:30:00.3400 S,134:31:39.0337 W,662.069830,0.060827,-0.014160,-0.021768
08/03/2017 03:13:00.000,18:50:53.4778 S,135:21:45.6667 W,660.810217,0.060901,-0.013697,-0.020177
08/03/2017 03:14:00.000,15:11:31.9800 S,136:10:23.6909 W,659.653196,0.060963,-0.013337,-0.018355
08/03/2017 03:15:00.000,11:31:58.3756 S,136:57:53.9283 W,658.611711,0.061013,-0.013068,-0.016334
08/03/2017 03:16:00.000,07:52:15.1246 S,137:44:34.7854 W,657.696654,0.061052,-0.012879,-0.014149
08/03/2017 03:17:00.000,04:12:24.6499 S,138:30:42.9835 W,656.916699,0.061080,-0.012765,-0.011839
08/03/2017 03:18:00.000,00:32:29.3580 S,139:16:34.1643 W,656.278180,0.061097,-0.012721,-0.009443
08/03/2017 03:19:00.000,03:07:28.3458 N,140:02:23.4197 W,655.785008,0.061102,-0.012747,-0.007002
08/03/2017 03:20:00.000,06:47:26.0471 N,140:48:25.7828 W,655.438623,0.061097,-0.012843,-0.004558
08/03/2017 03:21:00.000,10:27:21.3108 N,141:34:56.7158 W,655.238004,0.061080,-0.013012,-0.002151
08/03/2017 03:22:00.000,14:07:11.6682 N,142:22:12.6271 W,655.179707,0.061051,-0.013260,0.000180
08/03/2017 03:23:00.000,17:46:54.5986 N,143:10:31.4552 W,655.257958,0.061011,-0.013596,0.002395
08/03/2017 03:24:00.000,21:26:27.5012 N,144:00:13.3651 W,655.464776,0.060958,-0.014032,0.004460
08/03/2017 03:25:00.000,25:05:47.6535 N,144:51:41.6159 W,655.790144,0.060893,-0.014584,0.006342
08/03/2017 03:26:00.000,28:44:52.1493 N,145:45:23.6833 W,656.222204,0.060813,-0.015275,0.008013
08/03/2017 03:27:00.000,32:23:37.8078 N,146:41:52.7560 W,656.747494,0.060718,-0.016136,0.009447
08/03/2017 03:28:00.000,36:02:01.0396 N,147:41:49.7877 W,657.351198,0.060605,-0.017209,0.010624
08/03/2017 03:29:00.000,39:39:57.6501 N,148:46:06.3796 W,658.017427,0.060471,-0.018551,0.011530
08/03/2017 03:30:00.000,43:17:22.5469 N,149:55:48.9355 W,658.729513,0.060310,-0.020243,0.012153
08/03/2017 03:31:00.000,46:54:09.2979 N,151:12:24.8047 W,659.470312,0.060116,-0.022401,0.012488
08/03/2017 03:32:00.000,50:30:09.4493 N,152:37:51.6207 W,660.222509,0.059876,-0.025193,0.012534
08/03/2017 03:33:00.000,54:05:11.4425 N,154:14:51.9343 W,660.968932,0.059574,-0.028874,0.012298
08/03/2017 03:34:00.000,57:38:58.8351 N,156:07:16.9287 W,661.692847,0.059180,-0.033837,0.011787
08/03/2017 03:35:00.000,61:11:07.2562 N,158:20:46.3185 W,662.378254,0.058647,-0.040715,0.011018
08/03/2017 03:36:00.000,64:40:58.9420 N,161:03:58.3189 W,663.010163,0.057896,-0.050571,0.010008
08/03/2017 03:37:00.000,68:07:32.3698 N,164:30:37.8885 W,663.574848,0.056779,-0.065268,0.008781
08/03/2017 03:38:00.000,71:29:01.3183 N,169:03:41.9644 W,664.060081,0.055012,-0.088228,0.007365
08/03/2017 03:39:00.000,74:42:09.6690 N,175:23:20.3704 W,664.455340,0.052004,-0.125924,0.005788
08/03/2017 03:40:00.000,77:40:28.4275 N,175:18:05.8829 E,664.751985,0.046465,-0.190107,0.004083
08/03/2017 03:41:00.000,80:10:25.9120 N,160:57:58.7862 E,664.943401,0.035624,-0.295030,0.002286
08/03/2017 03:42:00.000,81:45:35.5514 N,139:28:02.2665 E,665.025113,0.015475,-0.416533,0.000432
08/03/2017 03:43:00.000,81:52:45.0754 N,113:15:06.7295 E,664.994858,-0.011696,-0.428656,-0.001441
08/03/2017 03:44:00.000,80:28:35.4172 N,90:42:44.6658 E,664.852625,-0.033341,-0.313629,-0.003295
08/03/2017 03:45:00.000,78:04:37.3236 N,75:25:46.0883 E,664.600661,-0.045305,-0.202679,-0.005093
08/03/2017 03:46:00.000,75:09:21.3611 N,65:32:03.2004 E,664.243429,-0.051402,-0.133297,-0.006798
08/03/2017 03:47:00.000,71:57:51.0049 N,58:51:47.1528 E,663.787544,-0.054675,-0.092611,-0.008375
08/03/2017 03:48:00.000,68:37:18.5790 N,54:06:11.8566 E,663.241662,-0.056578,-0.067999,-0.009793
08/03/2017 03:49:00.000,65:11:19.9114 N,50:31:33.1451 E,662.616342,-0.057769,-0.052359,-0.011019
08/03/2017 03:50:00.000,61:41:50.6870 N,47:43:00.8387 E,661.923869,-0.058563,-0.041938,-0.012026
08/03/2017 03:51:00.000,58:09:57.2961 N,45:25:48.4837 E,661.178055,-0.059123,-0.034704,-0.012793
08/03/2017 03:52:00.000,54:36:20.1715 N,43:30:42.9397 E,660.394003,-0.059535,-0.029508,-0.013298
08/03/2017 03:53:00.000,51:01:25.2307 N,41:51:43.7317 E,659.587859,-0.059850,-0.025669,-0.013526
08/03/2017 03:54:00.000,47:25:29.8553 N,40:24:46.8101 E,658.776531,-0.060098,-0.022765,-0.013468
08/03/2017 03:55:00.000,43:48:46.1965 N,39:07:01.3499 E,657.977402,-0.060299,-0.020527,-0.013118
